titlelb;publicscore;id
The Dead Girl;3,1;13551
The Dead Undead;2,3;53502
The Dead Zone;3,5;11336
The Death and Life of Bobby Z;2,5;10425
The Debt;3,2;48289
The Deep End of the Ocean;2,9;30943
The Deer Hunter;4,1;11778
The Departed;4,2;1422
The Deported;-;170480
The Descendants;3,5;65057
The Descent;3,6;9392
The Devil Inside;1,7;76487
The Devil Wears Prada;3,8;350
The Devil's Advocate;3,5;1813
The Devil's Double;3,1;62630
The Devil's Own;2,8;4477
The Devil's Rejects;3,4;1696
The Devil's Tomb;1,8;17577
The Diary of a Teenage Girl;3,5;250124
The Dictator;2,8;76493
The Dilemma;2,2;44564
The Dirties;3,6;159770
The Divide;2,8;38541
The Dog Lover;2,8;394047
The Doors;3,3;10537
The Duchess;3,3;12783
The DUFF;2,7;272693
The Dukes of Hazzard;2,2;6519
The East;3,2;87499
The Eclipse;3,2;39563
The Edge;3,3;9433
The Egyptian;3;24973
The Elephant Man;4,1;1955
The Emperor's Club;3,1;17187
The Emperor's New Groove;3,8;11688
The Empire Strikes Back;4,4;1891
The End of the Affair;3,4;20024
The English Patient;3,5;409
The Equalizer;3,3;156022
The Evil Dead;3,7;764
The Exorcism of Emily Rose;3,1;8643
The Exorcist;4;9552
The Expendables;2,7;27578
The Expendables 2;2,7;76163
The Expendables 3;2,5;138103
The Exploding Girl;3,1;44770
The Express;3,2;14325
The Extra Man;2,7;47088
The Eye;3,1;9030
The Face of an Angel;2,2;254024
The Faculty;3,3;9276
The Fall of the Roman Empire;3,3;17277
The Family Man;3,1;5994
The Family Stone;3,1;9043
The Fan;3,6;9566
The Fast and the Furious;3,2;9799
The Fast and the Furious: Tokyo Drift;3;9615
The Fault in Our Stars;3,1;222935
The Fifth Element;3,7;18
The Fifth Estate;2,7;162903
The Fighter;3,7;45317
The Final Destination;2,2;19912
The Finest Hours;3;300673
The Firm;3,3;37233
The First Great Train Robbery;3,3;11583
The First Wives Club;3,5;2925
The Fisher King;3,8;177
The Five-Year Engagement;2,8;72207
The Flintstones;2,3;888
The Flintstones in Viva Rock Vegas;1,8;889
The Flowers of War;3,6;76758
The Fog;3,5;790
The Forbidden Kingdom;2,8;1729
The Forest;2;329440
The Forsaken;2,5;12484
The Fountain;3,5;1381
The Four Feathers;3;9093
The Four Seasons;3,3;25113
The Fourth Kind;2,6;22824
The FP;2,8;85860
The French Connection;3,9;1051
The Front Page;3,6;987
The Frozen;2,4;150211
The Frozen Ground;2,7;199373
The Fugitive;3,8;5503
The Full Monty;3,6;9427
The Funeral;3,6;21612
The Gallows;1,9;299245
The Gambler;2,7;284536
The Game;3,7;2649
The Game of Their Lives;2,8;29078
The Game Plan;2,8;13680
The Gatekeepers;3,7;127918
The General's Daughter;2,7;2275
The Geographer Drank His Globe Away;3,5;225235
The Ghastly Love of Johnny X;2,9;188652
The Ghost and the Darkness;3,2;10586
The Ghost Writer;3,5;11439
The Gift;3,3;328425
The Girl Next Door;2,9;10591
The Girl with the Dragon Tattoo;3,8;65754
The Giver;2,6;227156
The Glass House;2,6;2176
The Glimmer Man;2,3;9625
The Godfather;4,5;238
The Godfather: Part II;4,5;240
The Godfather: Part III;3,5;242
The Golden Child;2,8;10136
The Golden Compass;2,6;2268
The Good Dinosaur;2,9;105864
The Good German;2,8;182
The Good Girl;3;9962
The Good Guy;2,4;39037
The Good Heart;3,2;5178
The Good Night;2,6;13501
The Good Thief;3,2;6016
The Good, The Bad, The Weird;3,6;15067
The Goods: Live Hard, Sell Hard;2,4;19905
The Grace Card;2,8;54897
The Grand Budapest Hotel;4,2;120467
The Grandmaster;3,5;44865
The Great Debaters;3,5;14047
The Great Escape;4;5925
The Great Gatsby;3,4;64682
The Great Raid;2,9;13922
The Greatest;3;32395
The Greatest Game Ever Played;3,3;15487
The Greatest Movie Ever Sold;2,9;58492
The Greatest Show on Earth;2,7;27191
The Greatest Story Ever Told;3;2428
The Green Hornet;2,4;40805
The Green Inferno;2,4;171424
The Green Mile;4,1;497
The Grey;3,3;75174
The Grudge;2,8;1970
The Grudge 2;2,4;1975
The Guard;3,6;67913
The Guilt Trip;2,5;82687
The Gunman;2,4;266396
The Guru;2,2;9027
The Hadza:  Last of the First;-;296943
The Hammer;3,2;14014
The Hangover;3,5;18785
The Hangover Part II;2,8;45243
The Happening;2;8645
The Harvest (La Cosecha);3,3;70875
The Hateful Eight;3,9;273248
The Haunted Mansion;2,6;10756
The Haunting;2,2;11618
The Haunting in Connecticut 2: Ghosts of Georgia;2,1;150202
The Haunting of Molly Hartley;1,8;14745
The Heart of Me;3,2;24985
The Heat;3;136795
The Hebrew Hammer;2,8;19187
The Helix... Loaded;-;43630
The Help;3,8;50014
The Helpers;2;114635
The Hills Have Eyes;3,1;9792
The Hills Have Eyes II;2,2;9793
The History Boys;3,3;8618
The Hit List;2,5;58626
The Hitchhiker's Guide to the Galaxy;3,2;7453
The Hoax;3,1;9903
The Hobbit: An Unexpected Journey;3,4;49051
The Hobbit: The Battle of the Five Armies;3,1;122917
The Hobbit: The Desolation of Smaug;3,3;57158
The Hole;2,7;45650
The Holiday;3,4;1581
The Homesman;3,3;264656
The Horror Network Vol. 1;2,4;323270
The Horse Boy;3,3;30979
The Horse Whisperer;3,1;547
The Host;3,7;72710
The Hotel New Hampshire;2,8;11308
The Hours;3,8;590
The House Bunny;2,8;12620
The House of Magic;2,7;202575
The House of Mirth;3,6;25520
The House of the Devil;3,5;25983
The Howling;3,4;11298
The Hudsucker Proxy;3,6;11934
The Hunchback of Notre Dame;3,6;10545
The Hundred-Foot Journey;3,4;228194
The Hunger Games;3,5;70160
The Hunger Games: Catching Fire;3,6;101299
The Hunger Games: Mockingjay - Part 1;3,1;131631
The Hunger Games: Mockingjay - Part 2;3,2;131634
The Hunt for Red October;3,7;1669
The Hunted;3;10632
The Hunting Party;3,2;5353
The Huntsman: Winter's War;2,6;290595
The Hurricane;3,5;10400
The Hurt Locker;3,7;12162
The Hustler;4;990
The I Inside;2,8;11588
The Ice Pirates;2,7;10179
The Ice Storm;3,7;68924
The Iceman;3,1;68812
The Ides of March;3,3;10316
The Illusionist;3,3;1491
The Image Revolution;3,3;250902
The Imaginarium of Doctor Parnassus;3,1;8054
The Imitation Game;3,8;205596
The Immigrant;3,5;152599
The Importance of Being Earnest;3,3;9026
The In Crowd;2,3;36047
The Incredible Burt Wonderstone;2,4;124459
The Incredible Hulk;2,5;1724
The Incredibles;4,1;9806
The Incredibly True Adventure of Two Girls In Love;3,8;29371
The Indian in the Cupboard;2,7;11359
The Infiltrator;3,1;325789
The Informant!;3,2;11323
The Informers;2,3;17436
The Inkwell;3,1;59930
The Innkeepers;3;58428
The Insider;3,9;9008
The Intern;3,3;257211
The International;2,9;4959
The Internship;2,7;116741
The Interpreter;2,9;179
The Interview;2,9;228967
The Invasion;2,6;4858
The Invention of Lying;2,7;23082
The Iron Giant;4,2;10386
The Iron Lady;2,8;71688
The Island;2,9;1635
The Island of Dr. Moreau;2,1;9306
The Italian Job;3,1;9654
The Jackal;2,8;4824
The Jacket;3,2;9667
The Jerky Boys;2,2;18713
The Jimmy Show;3;99826
The Joneses;2,8;41479
The Judge;3,3;205587
The Jungle Book;3,2;278927
The Jungle Book 2;2,3;14873
The Juror;2,5;9623
The Karate Kid;3,7;1885
The Kentucky Fried Movie;3,1;11598
The Kid;4,1;4244
The Kids Are All Right;3,3;39781
The Killer Inside Me;2,8;37414
The Kingdom;4;4349
The Kingdoms: Ressurection of the Dragon;2,8;14538
The King's Speech;3,7;45269
The Kite Runner;3,3;7979
The Ladies Man;3,5;16888
The Lady from Shanghai;3,8;3766
The Ladykillers;2,8;5516
The Lake House;3,1;2044
The Land Before Time;3,6;12144
The Land Girls;3;17044
The Last Airbender;1,1;10196
The Last Big Thing;3,5;55180
The Last Castle;3,2;2100
The Last Days on Mars;2,5;190847
The Last Dragon;3,4;13938
The Last Emperor;3,8;746
The Last Exorcism;2,8;38358
The Last Exorcism Part II;1,8;146203
The Last Five Years;3,2;206296
The Last Godfather;1,6;70829
The Last House on the Left;3;18405
The Last King of Scotland;3,6;1523
The Last Legion;2,3;9703
The Last of the Mohicans;3,6;9361
The Last Samurai;3,6;616
The Last Shot;2,7;26486
The Last Sin Eater;2,8;9916
The Last Song;3,1;35690
The Last Stand;2,8;76640
The Last Station;3,2;36811
The Last Temptation of Christ;3,8;11051
The Last Time I Committed Suicide;2,5;34941
The Last Waltz;4,1;13963
The Last Witch Hunter;2,4;274854
The Lawnmower Man;2,5;10163
The Lazarus Effect;2,1;243940
The League of Extraordinary Gentlemen;2,4;8698
The Legend of Bagger Vance;2,9;4958
The Legend of Drunken Master;3,8;12207
The Legend of God's Gun;-;69382
The Legend of Hell's Gate: An American Conspiracy;2,9;98549
The Legend of Hercules;1,5;188207
The Legend of Suriyothai;3;27329
The Legend of Tarzan;2,5;258489
The Legend of the Lone Ranger;2,3;38665
The Legend of Zorro;2,7;1656
The Lego Movie;3,8;137106
The Libertine;2,8;7548
The Life Aquatic with Steve Zissou;3,8;421
The Life Before Her Eyes;2,8;13079
The Life of David Gale;3,4;11615
The Limey;3,6;10388
The Lincoln Lawyer;3,4;50348
The Lion King;4,2;8587
The Lion of Judah;2,2;46256
The Little Ponderosa Zoo;-;297100
The Little Prince;3,7;309809
The Little Vampire;2,8;24100
The Living Daylights;3,3;708
The Living Wake;3,3;43653
The Lizzie McGuire Movie;3,2;18736
The Lone Ranger;2,6;57201
The Long Kiss Goodnight;3,4;11412
The Long Riders;3,4;14729
The Longest Day;3,7;9289
The Longest Ride;3,1;228205
The Longest Yard;2,9;9291
The Longshots;2,6;13579
The Looking Glass;-;365052
The Lord of the Rings: The Fellowship of the Ring;4,3;120
The Lord of the Rings: The Return of the King;4,4;122
The Lord of the Rings: The Two Towers;4,3;121
The Lords of Salem;2,9;104755
The Losers;2,8;34813
The Loss of Sexual Innocence;2,9;15059
The Lost Boys;3,7;1547
The Lost City;3;9700
The Lost Medallion: The Adventures of Billy Stone;2,2;171759
The Lost Skeleton of Cadavra;3,5;18841
The Lost Weekend;3,9;28580
The Lost World: Jurassic Park;3,1;330
The Love Guru;1,4;12177
The Love Letter;2,6;57943
The Loved Ones;3,4;46420
The Lovely Bones;3,3;7980
The Lovers;3,1;79698
The Lucky One;2,7;77877
The Lucky Ones;3,1;16005
The Machinist;3,7;4553
The Magic Flute;3,1;37028
The Maid's Room;2,2;278348
The Majestic;3,1;11086
The Man;2,3;9074
The Man from Earth;3,8;13363
The Man from Snowy River;3,4;24266
The Man from U.N.C.L.E.;3,4;203801
The Man in the Iron Mask;3;9313
The Man Who Knew Too Little;3,1;9414
The Man Who Shot Liberty Valance;4,1;11697
The Man with the Golden Gun;3;682
The Man with the Iron Fists;2,5;97430
The Manchurian Candidate;3,2;14462
The Marine;2,1;8975
The Marine 4: Moving Target;2,3;329540
The Martian;3,7;286217
The Mask;3,3;854
The Mask of Zorro;3,2;9342
The Masked Saint;2,2;370464
The Master;4;68722
The Master of Disguise;1,7;13908
The Matador;3,2;9515
The Matrix;4,2;603
The Matrix Reloaded;3,3;604
The Matrix Revolutions;3;605
The Maze Runner;3,2;198663
The Mechanic;2,9;27582
The Medallion;2,3;10610
The Men Who Stare at Goats;2,9;10313
The Merchant of Venice;3,2;11162
The Messenger;3,5;28089
The Mexican;2,8;6073
The Midnight Meat Train;2,8;10185
The Mighty;3,2;9821
The Mighty Ducks;3,2;10414
The Mighty Macs;2,9;48620
The Mirror Has Two Faces;3,3;25189
The Misfits;3,7;11536
The Missing Person;3,2;35219
The Mist;3,4;5876
The Molly Maguires;3,3;42345
The Monkey King 2;2,9;381902
The Monuments Men;2,7;152760
The Mortal Instruments: City of Bones;2,5;123553
The Motel;3,5;20520
The Mothman Prophecies;2,9;2637
The Mudge Boy;3,2;26899
The Mummy Returns;2,9;1734
The Mummy: Tomb of the Dragon Emperor;2,2;1735
The Muppet Christmas Carol;3,9;10437
The Muppet Movie;4;11176
The Muppets;3,5;64328
The Muse;2,8;37718
The Musketeer;2,2;11370
The Naked Ape;-;84659
The Naked Gun 2½: The Smell of Fear;3,3;37137
The Naked Gun 33⅓: The Final Insult;3,1;36593
The Namesake;3,7;16727
The Nativity Story;2,9;2447
The Negotiator;3,4;9631
The Neon Demon;3,2;301365
The Net;2,7;1642
The Neverending Story;3,5;34584
The New Guy;2,4;10985
The New World;3,7;11400
The Newton Boys;2,9;42807
The Next Best Thing;2;1831
The Next Three Days;3,2;43539
The Night Listener;2,8;9782
The Night Visitor;3,2;72086
The Ninth Gate;3,1;622
The Notebook;3,5;11036
The November Man;2,6;254904
The Number 23;2,7;3594
The Nun's Story;3,6;27029
The Nut Job;1,9;227783
The Nutcracker;3;73191
The Nutcracker: The Untold Story;1,8;49852
The Nutty Professor;2,5;9327
The Object of My Affection;2,9;17127
The Odd Life of Timothy Green;2,9;71864
The Oh in Ohio;2,5;14474
The Omega Code;1,8;29064
The Omen;3,6;794
The One;2,7;10796
The Oogieloves in the Big Balloon Adventure;1,1;112937
The Open Road;2,6;24663
The Order;2,3;9616
The Original Kings of Comedy;3,5;23618
The Other Boleyn Girl;3,1;12184
The Other End of the Line;2,7;17334
The Other Guys;3,2;27581
The Other Side of Heaven;2,7;16651
The Other Woman;2,8;193610
The Others;3,7;1933
The Out-of-Towners;3,4;8970
The Outrageous Sophie Tucker;3,4;294550
The Outsiders;3,6;227
The Oxford Murders;2,6;12245
The Pacifier;2,5;10022
The Painted Veil;3,5;14202
The Pallbearer;2,3;23570
The Party's Over;3,4;41830
The Passion of the Christ;3,2;615
The Past Is a Grotesque Animal;3,4;268917
The Patriot;3,2;2024
The Peacemaker;2,7;6623
The Peanuts Movie;3,5;227973
The Pelican Brief;3,1;9944
The Perez Family;3;63020
The Perfect Game;3,2;56601
The Perfect Host;3,1;66195
The Perfect Man;2,5;15648
The Perfect Match;2,2;378200
The Perfect Storm;3;2133
The Perfect Wave;2,2;251979
The Perks of Being a Wallflower;3,9;84892
The Pet;2,5;52462
The Phantom;2,4;9826
The Phantom of the Opera;3,4;9833
The Pianist;4,3;423
The Piano;3,8;713
The Pink Panther;2,6;12096
The Pirate;3,4;35032
The Pirates! In an Adventure with Scientists!;3,3;72197
The Place Beyond the Pines;3,7;97367
The Players Club;3;19848
The Pledge;3,3;5955
The Poker House;3,1;63287
The Polar Express;3,1;5255
The Possession;2,6;77883
The Postman;3,9;9922
The Postman Always Rings Twice;3,6;11027
The Prestige;4,1;1124
The Prince;3,2;241254
The Prince & Me;2,7;11137
The Prince of Egypt;3,9;9837
The Prince of Tides;3,2;10333
The Princess and the Frog;3,7;10198
The Princess Bride;4,1;2493
The Princess Diaries;3,7;9880
The Princess Diaries 2: Royal Engagement;3,4;11130
The Prisoner of Zenda;3,7;43867
The Producers;3,8;9899
The Prophecy;3;11980
The Proposal;3,3;18240
The Proposition;3,7;16608
The Protector;3,4;8982
The Puffy Chair;3,4;24055
The Punisher;2,8;7220
The Purge;2,7;158015
The Purge: Anarchy;2,9;238636
The Purge: Election Year;2,7;316727
The Pursuit of D.B. Cooper;2,7;45226
The Pursuit of Happyness;3,8;1402
The Queen;3,4;1165
The Quick and the Dead;3,4;12106
The Quiet;2,6;9813
The Quiet American;3,3;8198
The R.M.;2,6;36825
The Rage: Carrie 2;2,4;7341
The Railway Man;3,2;127560
The Rainmaker;3,4;11975
The Raven;2,6;70436
The Reader;3,6;8055
The Real Cancun;1,9;19153
The Reaping;2,3;1683
The Red Violin;3,6;14283
The Reef;2,6;49787
The Relic;2,8;11015
The Remains of the Day;3,9;1245
The Replacement Killers;2,8;11702
The Replacements;3;10393
The Return of the Living Dead;3,9;10925
The Return of the Pink Panther;3,4;11843
The Revenant;3,8;281957
The Ridiculous 6;1,7;347969
The Right Stuff;3,9;9549
The Ring Two;2,4;10320
The Rise of the Krays;2,4;356216
The Rite;2,6;48171
The River Wild;3,2;8987
The Road;3,6;20766
The Road to El Dorado;3,5;10501
The Robe;3;29912
The Rock;3,5;9802
The Rocker;2,7;10186
The Rookie;3,1;14635
The Roommate;2,1;49950
The Rose;3,5;16323
The Royal Tenenbaums;4,1;9428
The Rugrats Movie;3;14444
The Ruins;2,9;11152
The Rules of Attraction;3,3;1809
The Runaways;3,4;27586
The Rundown;3;10159
The Running Man;3,2;865
The Saint;2,7;10003
The Salon;-;51820
The Santa Clause;3,1;11395
The Santa Clause 2;2,6;9021
The Savages;3,5;8272
The Scarlet Letter;2,4;10533
The Score;3,1;11371
The Scorpion King;2,2;9334
The Second Best Exotic Marigold Hotel;3;268238
The Secret;2,2;395766
The Secret Life of Bees;3,5;12837
The Secret Life of Pets;2,8;328111
The Secret Life of Walter Mitty;3,6;116745
The Secret of Kells;3,8;26963
The Sentinel;2,6;5820
The Sessions;3,4;113947
The Shadow;2,7;8850
The Shaggy Dog;1,7;10067
The Shallows;3;332567
The Shawshank Redemption;4,5;278
The Shining;4,3;694
The Shipping News;2,9;6440
The Siege;2,9;9882
The Signal;2,8;242095
The Silence of the Lambs;4,3;274
The Simpsons Movie;3,3;35
The Singing Detective;2,6;30141
The Singles Ward;2,5;16653
The Sisterhood of Night;2,9;206197
The Sisterhood of the Traveling Pants;3,3;9779
The Sisterhood of the Traveling Pants 2;3;10188
The Sitter;2,4;57431
The Sixth Sense;4;745
The Skeleton Key;3,1;9913
The Skeleton Twins;3,5;244772
The Skulls;2,4;11478
The Slaughter Rule;2,7;21801
The Sleepwalker;2,9;244776
The Smurfs;2,2;41513
The Smurfs 2;1,9;77931
The Snow Queen;3,5;164372
The Social Network;4;37799
The Soloist;3;17332
The Son of No One;2,2;74536
The Sorcerer's Apprentice;2,6;27022
The Sound and the Shadow;-;362765
The Sound of Music;4;15121
The Spanish Prisoner;3,5;29193
The Specialist;2,4;2636
The Specials;2,9;29015
The Spectacular Now;3,3;157386
The Spiderwick Chronicles;3,1;8204
The Spirit;1,9;8285
The SpongeBob Movie: Sponge Out of Water;2,7;228165
The SpongeBob SquarePants Movie;3,8;11836
The Spy Next Door;2,2;23172
The Spy Who Loved Me;3,4;691
The Square;3,6;159037
The Squid and the Whale;3,6;10707
The Statement;2,8;41488
The Station Agent;3,7;2056
The Stepfather;3,4;19904
The Stepford Wives;2,8;9890
The Stewardesses;2,5;70478
The Sticky Fingers of Time;3,4;70687
The Sting;4,1;9277
The Story of Us;2,6;12220
The Straight Story;4;404
The Sum of All Fears;2,9;4614
The Sweeney;2,5;116613
The Sweet Hereafter;3,8;10217
The Sweetest Thing;2,7;11812
The Switch;2,7;41210
The Tailor of Panama;2,9;2575
The Taking of Pelham 1 2 3;2,9;18487
The Tale of Despereaux;2,6;10199
The Talented Mr. Ripley;3,8;1213
The Tempest;2,5;44638
The Ten;2,6;13173
The Terminal;3,5;594
The Terminator;3,9;218
The Texas Chain Saw Massacre;3,9;30497
The Texas Chainsaw Massacre 2;3,3;16337
The Texas Chainsaw Massacre: The Beginning;2,6;10781
The Theory of Everything;3,6;266856
The Thief and the Cobbler;3,5;26672
The Thin Red Line;4;8741
The Thing;4,3;1091
The Thing;3,7;1255
The Thirteenth Floor;3,2;1090
The Thomas Crown Affair;3,3;913
The Three Burials of Melquiades Estrada;3,6;8053
The Three Musketeers;2,4;52451
The Three Stooges;2,2;76489
The Tigger Movie;3,3;15655
The Timber;2,4;322443
The Time Machine;2,6;2135
The Time Traveler's Wife;3,1;24420
The To Do List;3,1;129139
The Tooth Fairy;2,1;53953
The Tourist;2,6;37710
The Town;3,6;23168
The Toxic Avenger;3,3;15239
The Toxic Avenger Part II;2,7;28165
The Train;4;3482
The Transporter;3;4108
The Transporter Refueled;2,1;287948
The Tree of Life;3,8;8967
The Trials Of Darryl Hunt;3,6;37985
The Trouble with Harry;3,4;11219
The Truman Show;4,2;37165
The Tuxedo;2,3;10771
The Twilight Saga: Breaking Dawn - Part 2;2,8;50620
The Twilight Saga: Eclipse;2,6;24021
The Twilight Saga: New Moon;2,6;18239
The Ugly Truth;2,6;20943
The Ultimate Gift;2,8;14624
The Unborn;1,9;13788
The Untouchables;3,7;117
The Upside of Anger;3,1;11354
The Usual Suspects;4;629
The Valley of Decision;3,3;43610
The Vatican Exorcisms;1,9;202604
The Vatican Tapes;2;157544
The Veil;2,2;257087
The Velocity of Gary;2,6;133575
The Verdict;3,9;24226
The Village;3,2;6947
The Virgin Suicides;3,8;1443
The Virginity Hit;2,2;42889
The Visit;3,1;298312
The Visual Bible: The Gospel of John;3,4;30973
The Vow;3;72570
The Wackness;3,3;13990
The Wailing;3,9;293670
The Walk;3,3;285783
The Warlords;3,2;14392
The Warrior's Way;2,7;46528
The Wash;2,4;13408
The Watch;2,4;80035
The Watcher;2,3;10685
The Water Diviner;3;256917
The Waterboy;2,8;10663
The Way of the Gun;3,1;1619
The Way Way Back;3,6;147773
The Weather Man;3,1;6963
The Wedding Date;3;6961
The Wedding Planner;2,6;2018
The Wendell Baker Story;2,6;12183
The White Countess;3,1;18840
The Whole Nine Yards;3;2069
The Whole Ten Yards;2,3;2122
The Wicked Lady;2,6;110683
The Wicked Within;2,3;157422
The Wild Bunch;4;576
The Wild Thornberrys Movie;3;14317
The Wind That Shakes the Barley;3,8;1116
The Witch;3,9;310131
The Wiz;3,1;24961
The Wizard of Oz;4;630
The Wolf of Wall Street;4;106646
The Wolfman;2,6;7978
The Wolverine;2,9;76170
The Woman Chaser;3,6;28666
The Woman in Black;2,9;65086
The Women;2,4;13972
The Wood;3,5;16158
The Words;3,1;83686
The Work and the Glory;2,7;36046
The Work and the Glory II: American Zion;3;14631
The Work and The Story;-;266857
The World Is Not Enough;2,8;36643
The World's End;3,6;107985
The World's Fastest Indian;3,5;9912
The Wraith;2,9;10017
The Wrestler;3,9;12163
The X Files;3,4;846
The X Files: I Want to Believe;2,7;8836
The Yards;3,3;19457
The Yellow Handkerchief;3;22556
The Young and Prodigious T.S. Spivet;3,4;157841
The Young Messiah;2,6;318850
The Young Unknowns;-;146269
The Young Victoria;3,4;18320
There Be Dragons;2,5;45054
There Goes My Baby;3;88641
There Will Be Blood;4,4;7345
There's Always Woodstock;2,7;297621
There's Something About Mary;3,2;544
Theresa Is a Mother;-;361398
They;2,2;16028
They Came Together;3,2;180296
They Live;3,8;8337
They Will Have to Kill Us First;3,5;324322
Things to Do in Denver When You're Dead;3,1;400
Things We Lost in the Fire;3,3;3877
Think Like a Man;2,9;67660
Think Like a Man Too;2,6;184098
Thinner;2,6;10280
Thir13en Ghosts;2,7;9378
Thirteen;3,6;11023
Thirteen Conversations About One Thing;3,3;17734
Thirteen Days;3,3;11973
This Christmas;3,1;15250
This Is 40;2,9;89492
This Is England;4;11798
This Is Martin Bonner;3,5;158895
This Is the End;3,2;109414
This Is Where I Leave You;3,1;239678
This Means War;2,6;59962
This Thing of Ours;2,6;67373
Thomas and the Magic Railroad;2,4;16110
Thor;2,9;10195
Thor: The Dark World;2,4;76338
Thr3e;2,2;13569
Three Kings;3,5;6415
Three Men and a Baby;-;12154
Three to Tango;2,5;10563
Thumbsucker;3,2;1546
Thunderball;3,2;660
Thunderbirds;2,1;14623
Tiger Orange;2,8;294086
Tim and Eric's Billion Dollar Movie;3,1;79940
Timber Falls;2,3;8875
Time Bandits;3,5;36819
Time Changer;2,1;45767
Time to Choose;3,5;370662
Timecop;2,8;8831
Timeline;2,5;9562
Tin Can Man;3,4;157185
Tin Cup;3;10478
Tinker Tailor Soldier Spy;3,6;49517
Tiny Furniture;2,9;47607
Titan A.E.;3,1;7450
Titanic;3,8;597
TMNT;2,7;1273
To Be Frank, Sinatra at 100;3,1;459488
To Die For;3,6;577
To Kill a Mockingbird;4;595
To Rome with Love;2,6;81836
To Save A Life;2,3;41144
To Write Love on Her Arms;3,1;75861
Tom Jones;2,8;5769
Tombstone;3,5;11969
Tomcats;2;10646
Tomorrow Never Dies;2,9;714
Tomorrowland;2,7;158852
Tootsie;3,7;9576
Top Five;3,3;284296
Top Gun;3,3;744
Top Hat;3,8;3080
Top Spin;3,1;331745
Topaz;2,8;2370
Topsy-Turvy;3,8;46435
Tora! Tora! Tora!;3,5;11165
Torn Curtain;3,1;5780
Torque;2,2;10718
Total Recall;3,8;861
Touching the Void;3,8;11194
Tower Heist;2,6;59108
Town & Country;2;24113
Toy Story;4,2;862
Toy Story 2;3,9;863
Toy Story 3;4;10193
Tracker;3,1;62255
Trade;3,3;4170
Trade Of Innocents;2,8;135595
Trading Places;3,6;1621
Traffic;3,6;1900
Train;2,2;22007
Training Day;3,8;2034
Trainspotting;4,1;627
Trainwreck;2,8;271718
Trance;3,1;68727
Transamerica;3,4;546
Transcendence;2,4;157353
Transformers;2,9;1858
Transformers: Age of Extinction;2;91314
Transformers: Dark of the Moon;2,4;38356
Transformers: Revenge of the Fallen;2,2;8373
Transporter 2;2,7;9335
Transsiberian;3,1;6687
Trapeze;3,2;40494
Trash;3,3;206563
Travellers and Magicians;3,5;37232
Treachery;-;138976
Treading Water;2,8;166624
Treasure Planet;3,7;9016
Trees Lounge;3,6;27845
Trekkies;3,3;15800
Tremors;3,5;9362
Triangle;3,4;26466
Triple 9;2,8;146198
Trippin';2,9;53862
Trolljegeren;3,4;46146
TRON: Legacy;3,1;20526
Troop Beverly Hills;3,1;22102
Tropa de Elite;4;7347
Tropic Thunder;3,5;7446
Trouble with the Curve;2,9;87825
Troy;3,2;652
Trucker;3,1;29406
True Grit;3,7;44264
True Lies;3,5;36955
True Romance;3,9;319
Trust;4;44945
Trust the Man;2,5;14057
Truth or Dare;2;101179
Tsotsi;3,4;868
Tuck Everlasting;3;13768
Tucker and Dale vs Evil;3,6;46838
Tumbleweeds;3,3;55123
Tupac: Resurrection;3,7;21525
Turbo;2,4;77950
Turbulence;2,5;34314
Tusk;2,5;246403
Twilight;2,9;8966
Twilight Zone: The Movie;3,1;15301
Twin Falls Idaho;3,4;33430
Twins;2,9;9493
Twister;3,1;664
Twixt;2,5;78381
Two Can Play That Game;3;25462
Two Girls and a Guy;2,6;32456
Two Lovers;3,7;10362
Two Lovers and a Bear;2,9;325373
Two Weeks Notice;3;2642
Tycoon;3;56930
U.F.O.;1,7;146631
U2 3D;3,7;37003
U-571;3;3536
UHF;3,5;11959
Ulee's Gold;3,3;55306
Ultramarines: A Warhammer 40,000 Movie;2,4;52010
Ultraviolet;1,9;9920
Un monstre a Paris;3,5;77459
Un Plan parfait;2,7;133698
Unaccompanied Minors;2,7;18147
Unbreakable;3,7;9741
Unbroken;3,4;227306
Under Siege 2: Dark Territory;2,5;3512
Under the Rainbow;2,4;47941
Under the Skin;3,6;97370
Under the Tuscan Sun;3,3;10934
Underclassman;1,9;19803
Undercover Brother;2,9;12277
Underworld;3;277
Underworld: Awakening;2,6;52520
Underworld: Evolution;2,8;834
Underworld: Rise of the Lycans;2,8;12437
Undiscovered;2,4;17926
Undisputed;2,8;15070
UnDivided;-;320435
Une femme mariee: Suite de fragments d'un film tourne en 1964;3,6;40652
Unfaithful;3,1;2251
Unfinished Business;2,1;239573
Unforgiven;4,1;33
Unfriended;2,3;277685
United 93;3,7;9829
United Passions;1,2;271331
Universal Soldier: The Return;2;10366
Unknown;2,9;48138
Unleashed;3,2;10027
Unnatural;2,2;356483
Unstoppable;3,2;44048
Unsullied;2,7;323271
Untraceable;2,7;8090
Up;4,1;14160
Up Close & Personal;2,8;9302
Up in the Air;3,5;22947
Urban Legend;2,8;9877
Urban Legends: Final Cut;2,4;12212
Urbania;3,3;77332
V for Vendetta;3,8;752
Vacation;2,6;296099
Valentine;2,6;10984
Valentine's Day;2,6;32856
Valiant;2,2;14175
Valkyrie;3,2;2253
Valley of the Heart's Delight;-;116584
Vals Im Bashir;4;8885
Vampire in Brooklyn;2,3;12158
Vampires;2,9;9945
Vampires Suck;1,5;40264
