filme;nota;;;;;;
Blast from the Past;3,2;;;78698;Big Miracle;;0
Blazing Saddles;3,9;;;9600;Big Momma's House;;0
Bled;2,7;;;11565;Big Momma's House 2;;0
Bleeding Hearts;2,8;;;38322;Big Mommas: Like Father, Like Son;;0
Blended;2,9;;;2185;Big Trouble;;0
Bless the Child;2,2;;;6978;Big Trouble in Little China;;0
Blindness;3,2;;;1649;Bill & Ted's Bogus Journey;;0
Blonde Ambition;2;;;1648;Bill & Ted's Excellent Adventure;;0
Blood and Chocolate;2,2;;;71;Billy Elliot;;0
Blood and Wine;2,8;;;194662;Birdman;;0
Blood Diamond;3,6;;;10740;Birth;;0
Blood Done Sign My Name;3,3;;;2084;Birthday Girl;;0
Blood Ties;2,9;;;45958;Biutiful;;0
Blood Work;2,9;;;318040;Bizarre;;0
BloodRayne;1,4;;;9656;Black Christmas;;0
Bloodsport;3,3;;;855;Black Hawk Down;;0
Bloody Sunday;3,8;;;11469;Black Knight;;0
Blow;3,4;;;261023;Black Mass;;0
Blow Out;4;;;175541;Black Nativity;;0
Blue Car;3;;;312113;Black November;;0
Blue Crush;2,8;;;253331;Black or White;;0
Blue Jasmine;3,6;;;4105;Black Rain;;0
Blue Like Jazz;2,8;;;84178;Black Rock;;0
Blue Ruin;3,7;;;7874;Black Snake Moan;;0
Blue Streak;2,9;;;44214;Black Swan;;0
Blue Valentine;3,8;;;310706;Black Water Transit;;0
Boat Trip;1,8;;;201088;Blackhat;;0
Bobby;3;;;68818;Blackthorn;;0
Bobby Jones: Stroke of Genius;2,9;;;36647;Blade;;0
Body Double;3,7;;;36586;Blade II;;0
Body of Lies;3;;;78;Blade Runner;;0
Bodyguards and Assassins;3,2;;;36648;Blade: Trinity;;0
Bogus;2,5;;;9955;Blades of Glory;;0
Boiler Room;3,2;;;11622;Blast from the Past;;0
Bolt;3;;;11072;Blazing Saddles;;0
Bon Cop Bad Cop;3,1;;;22530;Bled;;0
Bon voyage;3,2;;;310933;Bleeding Hearts;;0
Boogeyman;1,8;;;232672;Blended;;0
Boogie Nights;4,2;;;10391;Bless the Child;;0
Book of Shadows: Blair Witch 2;1,9;;;8338;Blindness;;0
Boom Town;3,2;;;15017;Blonde Ambition;;0
Boomerang;2,9;;;10075;Blood and Chocolate;;0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;3,7;;;31640;Blood and Wine;;0
Born Of War;2,7;;;1372;Blood Diamond;;0
Born on the Fourth of July;3,6;;;41894;Blood Done Sign My Name;;0
Born to Fly: Elizabeth Streb vs. Gravity;3,4;;;190955;Blood Ties;;0
Bottle Rocket;3,5;;;9573;Blood Work;;0
Bottle Shock;3;;;168705;BloodRayne;;0
Bound;3,9;;;11690;Bloodsport;;0
Bound by Honor;3,9;;;4107;Bloody Sunday;;0
Bowfinger;3,3;;;4133;Blow;;0
Bowling for Columbine;3,7;;;11644;Blow Out;;0
Boyhood;3,8;;;46989;Blue Car;;0
Boynton Beach Club;3,1;;;9266;Blue Crush;;0
Boys and Girls;2,5;;;160588;Blue Jasmine;;0
Boys Don't Cry;3,7;;;98369;Blue Like Jazz;;0
Boyz n the Hood;4;;;188166;Blue Ruin;;0
Bran Nue Dae;3;;;11001;Blue Streak;;0
Brave;3,3;;;46705;Blue Valentine;;0
Brave New Girl;2,9;;;9557;Boat Trip;;0
Braveheart;3,8;;;10741;Bobby;;0
Brazil;4;;;24747;Bobby Jones: Stroke of Genius;;0
Breakdown;3,5;;;11507;Body Double;;0
Breakfast of Champions;2,4;;;12113;Body of Lies;;0
Breakin' All the Rules;2,7;;;3587;Bogus;;0
Breaking Upwards;3;;;14181;Boiler Room;;0
Brick Lane;3,2;;;13053;Bolt;;0
Brick Mansions;2,4;;;15049;Bon Cop Bad Cop;;0
Bride & Prejudice;3,2;;;14652;Bon voyage;;0
Bride of Chucky;3,1;;;8968;Boogeyman;;0
Bride Wars;2,8;;;4995;Boogie Nights;;0
Bridesmaids;3,5;;;11531;Book of Shadows: Blair Witch 2;;0
Bridge of Spies;3,5;;;55604;Boom Town;;0
Bridge to Terabithia;3,5;;;11066;Boomerang;;0
Bridget Jones: The Edge of Reason;2,9;;;496;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;;0
Bridget Jones's Diary;3,4;;;299552;Born Of War;;0
Brigham City;3,1;;;2604;Born on the Fourth of July;;0
Bright Lights, Big City;2,8;;;253261;Born to Fly: Elizabeth Streb vs. Gravity;;0
Bright Star;3,6;;;13685;Bottle Rocket;;0
Brighton Rock;2,7;;;13996;Bottle Shock;;0
Bring It On;3,3;;;9303;Bound;;0
Bringing Down the House;2,4;;;9702;Bound by Honor;;0
Bringing Out the Dead;3,6;;;11353;Bowfinger;;0
Brokeback Mountain;4,1;;;1430;Bowling for Columbine;;0
Brokedown Palace;2,9;;;85350;Boyhood;;0
Broken Arrow;2,8;;;55831;Boynton Beach Club;;0
Broken City;2,6;;;10571;Boys and Girls;;0
Broken Horses;2,6;;;226;Boys Don't Cry;;0
Broken Vessels;3,3;;;650;Boyz n the Hood;;0
Bronson;3,6;;;18480;Brüno;;0
Brooklyn;3,8;;;38415;Bran Nue Dae;;0
Brooklyn Rules;2,8;;;62177;Brave;;0
Brooklyn's Finest;3;;;34099;Brave New Girl;;0
Brother;3,9;;;197;Braveheart;;0
Brotherly Love;3;;;68;Brazil;;0
Brothers;3,3;;;2163;Breakdown;;0
Brown Sugar;3,4;;;12479;Breakfast of Champions;;0
Bruce Almighty;3,1;;;16428;Breakin' All the Rules;;0
Bruno;2,8;;;44990;Breaking Upwards;;0
Bubba Ho-tep;3,3;;;21074;Brick Lane;;0
Bubble Boy;2,7;;;254473;Brick Mansions;;0
Bucky Larson: Born to Be a Star;1,3;;;57825;Bride & Prejudice;;0
Buffalo '66;3,9;;;11932;Bride of Chucky;;0
Buffalo Soldiers;3,1;;;10521;Bride Wars;;0
Bullet to the Head;2,4;;;55721;Bridesmaids;;0
Bulletproof Monk;2,3;;;296098;Bridge of Spies;;0
Bullets Over Broadway;3,6;;;1265;Bridge to Terabithia;;0
Bully;3,4;;;9801;Bridget Jones: The Edge of Reason;;0
Bulworth;3,2;;;634;Bridget Jones's Diary;;0
Buried;3,3;;;26791;Brigham City;;0
Burlesque;3,2;;;17170;Bright Lights, Big City;;0
Burn;3,6;;;29963;Bright Star;;0
Burn After Reading;3,5;;;62728;Brighton Rock;;0
Burnt;3;;;1588;Bring It On;;0
But I'm a Cheerleader;4;;;10678;Bringing Down the House;;0
Butch Cassidy and the Sundance Kid;4;;;8649;Bringing Out the Dead;;0
Butterfly;3,8;;;142;Brokeback Mountain;;0
Butterfly Girl;3,5;;;17707;Brokedown Palace;;0
Butterfly on a Wheel;2,9;;;9208;Broken Arrow;;0
By the Sea;2,8;;;98357;Broken City;;0
C.H.U.D.;2,8;;;319910;Broken Horses;;0
疯狂的赛车;3,6;;;125263;Broken Vessels;;0
Ca$h;2,4;;;18533;Bronson;;0
Cabin Fever;2,8;;;167073;Brooklyn;;0
Caddyshack;3,4;;;13072;Brooklyn Rules;;0
Cadillac Records;3,3;;;26390;Brooklyn's Finest;;0
Call + Response;-;;;327;Brother;;0
Cama adentro;3,5;;;295886;Brotherly Love;;0
Camping Sauvage;-;;;7445;Brothers;;0
Can't Hardly Wait;3,1;;;37964;Brown Sugar;;0
Can't Stop the Music;2,4;;;310;Bruce Almighty;;0
Cape Fear;3,6;;;9707;Bubba Ho-tep;;0
Capitalism: A Love Story;3,4;;;9683;Bubble Boy;;0
Capote;3,6;;;67911;Bucky Larson: Born to Be a Star;;0
Capricorn One;3,3;;;9464;Buffalo '66;;0
Captain America: Civil War;3,6;;;9104;Buffalo Soldiers;;0
Captain America: The First Avenger;3,3;;;70074;Bullet to the Head;;0
Captain America: The Winter Soldier;3,8;;;11817;Bulletproof Monk;;0
Captain Corelli's Mandolin;2,5;;;11382;Bullets Over Broadway;;0
Captain Phillips;3,7;;;9517;Bully;;0
Captive;2,4;;;9452;Bulworth;;0
Caramel;3,7;;;26388;Buried;;0
Caravans;2,8;;;42297;Burlesque;;0
Cargo;3,1;;;139948;Burn;;0
Carlos;3,8;;;4944;Burn After Reading;;0
Carnage;3,6;;;295964;Burnt;;0
Carrie;2,5;;;20770;But I'm a Cheerleader;;0
Carriers;2,7;;;642;Butch Cassidy and the Sundance Kid;;0
Cars;3,5;;;34697;Butterfly;;0
Cars 2;2,5;;;253290;Butterfly Girl;;0
Casa de Areia;3,7;;;13250;Butterfly on a Wheel;;0
Casa De Mi Padre;2,6;;;314385;By the Sea;;0
Casablanca;4,2;;;23730;C.H.U.D.;;0
Case 39;2,7;;;45380;疯狂的石头;;0
Casino;4,1;;;33106;疯狂的赛车;;0
Casino Jack;2,7;;;33542;紅番區;;0
Casino Royale;3,9;;;27004;Ca$h;;0
Casper;2,9;;;298584;Cabin Fever;;0
Cast Away;3,8;;;11977;Caddyshack;;0
Cat on a Hot Tin Roof;3,8;;;14299;Cadillac Records;;0
Cat People;3,7;;;287815;Call + Response;;0
Catch a Fire;3;;;78705;Cama adentro;;0
Catch Me If You Can;4;;;40185;Camping Sauvage;;0
Catch That Kid;2,5;;;15037;Can't Hardly Wait;;0
Catch-22;3,5;;;40932;Can't Stop the Music;;0
Cats & Dogs;2,2;;;1598;Cape Fear;;0
Cats & Dogs 2 : The Revenge of Kitty Galore;1,8;;;22074;Capitalism: A Love Story;;0
Cats Don't Dance;3,5;;;398;Capote;;0
Catwoman;1,4;;;11935;Capricorn One;;0
Cavite;3;;;271110;Captain America: Civil War;;0
Cecil B. Demented;3,6;;;1771;Captain America: The First Avenger;;0
Cedar Rapids;2,9;;;100402;Captain America: The Winter Soldier;;0
Celebrity;2,9;;;1722;Captain Corelli's Mandolin;;0
Celeste & Jesse Forever;3,3;;;109424;Captain Phillips;;0
Cellular;2,9;;;331190;Captive;;0
Censored Voices;3,5;;;41317;Caravans;;0
Center Stage;3,9;;;34069;Cargo;;0
Central do Brasil;4,4;;;43434;Carlos;;0
Central Intelligence;2,7;;;72113;Carnage;;0
Centurion;2,8;;;133805;Carrie;;0
C'era una volta il West;4,3;;;25769;Carriers;;0
Certifiably Jonathan;3;;;920;Cars;;0
Chéri;2,9;;;49013;Cars 2;;0
Chacun Cherche Son Chat;3,3;;;29262;Casa de Areia;;0
Chacun sa nuit;2,8;;;80304;Casa De Mi Padre;;0
Chain Letter;1,8;;;289;Casablanca;;0
Chain of Command;1,9;;;28355;Case 39;;0
Chain Reaction;2,5;;;524;Casino;;0
Chairman of the Board;1,4;;;45324;Casino Jack;;0
Changeling;3,6;;;36557;Casino Royale;;0
Changing Lanes;2,9;;;8839;Casper;;0
Chappie;3;;;8358;Cast Away;;0
Chariots of Fire;3,3;;;261;Cat on a Hot Tin Roof;;0
Charlie and the Chocolate Factory;3,2;;;6217;Cat People;;0
Charlie Bartlett;3,3;;;1123;Catch a Fire;;0
Charlie St. Cloud;2,8;;;640;Catch Me If You Can;;0
Charlie Wilson's War;3,2;;;20483;Catch That Kid;;0
Charlie's Angels;3;;;10364;Catch-22;;0
Charlie's Angels: Full Throttle;2,7;;;10992;Cats & Dogs;;0
Charlotte's Web;2,7;;;39691;Cats & Dogs 2 : The Revenge of Kitty Galore;;0
Charly;3;;;24662;Cats Don't Dance;;0
Chasing Amy;3,3;;;314;Catwoman;;0
Chasing Liberty;2,8;;;67238;Cavite;;0
Chasing Mavericks;3,3;;;14195;Cecil B. Demented;;0
Chasing Papi;2,7;;;52067;Cedar Rapids;;0
Chasseurs de dragons;3,1;;;9466;Celebrity;;0
Chats perchés;3,6;;;84184;Celeste & Jesse Forever;;0
Cheap Thrills;3,3;;;9759;Cellular;;0
Cheaper by the Dozen;2,9;;;319069;Censored Voices;;0
Cheaper by the Dozen 2;2,7;;;10560;Center Stage;;0
Checkmate;2,2;;;666;Central do Brasil;;0
Chernobyl Diaries;2,1;;;302699;Central Intelligence;;0
Chi bi;3,6;;;23759;Centurion;;0
Chiamatemi Francesco - Il Papa della gente;3,2;;;335;C'era una volta il West;;0
Chicago;3,8;;;49951;Certifiably Jonathan;;0
Chicago Overcoat;2,8;;;22215;Chéri;;0
Chicken Little;2,7;;;11956;Chacun Cherche Son Chat;;0
Chicken Run;3,5;;;12838;Chacun sa nuit;;0
Chicken Tikka Masala;-;;;38033;Chain Letter;;0
Child 44;2,7;;;352978;Chain of Command;;0
Childless;-;;;12123;Chain Reaction;;0
Children of Heaven;4,1;;;31535;Chairman of the Board;;0
Children of Men;4,2;;;3580;Changeling;;0
Child's Play;3,3;;;1537;Changing Lanes;;0
Child's Play 2;3,2;;;198184;Chappie;;0
Chill Factor;2,2;;;9443;Chariots of Fire;;0
Chloe;2,7;;;118;Charlie and the Chocolate Factory;;0
Chocolat;3,3;;;8669;Charlie Bartlett;;0
Chocolate: Deep Dark Secrets;2,4;;;37950;Charlie St. Cloud;;0
Choke;2,9;;;6538;Charlie Wilson's War;;0
Christmas Eve;2,1;;;4327;Charlie's Angels;;0
Christmas Mail;1,9;;;9471;Charlie's Angels: Full Throttle;;0
Christmas with the Kranks;2,5;;;9986;Charlotte's Web;;0
Chronicle;3,4;;;29146;Charly;;0
Chuck & Buck;3,4;;;2255;Chasing Amy;;0
Cidade de Deus;4,4;;;14844;Chasing Liberty;;0
Cinco de Mayo: La Batalla;2,7;;;82684;Chasing Mavericks;;0
Cinderella;3,2;;;24621;Chasing Papi;;0
Cinderella Man;3,6;;;10800;Chasseurs de dragons;;0
Circle;2,6;;;126141;Chats perchés;;0
Circumstance;3,1;;;175291;Cheap Thrills;;0
Cirque du Freak: The Vampire's Assistant;2,3;;;11007;Cheaper by the Dozen;;0
Cirque du Soleil: Worlds Away;3,2;;;9641;Cheaper by the Dozen 2;;0
City By The Sea;2,6;;;356841;Checkmate;;0
City Hall;2,8;;;93856;Chernobyl Diaries;;0
City Island;3,4;;;12289;Chi bi;;0
City of Angels;2,9;;;370980;Chiamatemi Francesco - Il Papa della gente;;0
City of Ember;2,8;;;1574;Chicago;;0
City of Ghosts;2,9;;;43213;Chicago Overcoat;;0
City of Life and Death;3,9;;;9982;Chicken Little;;0
Civil Brand;2,9;;;7443;Chicken Run;;0
CJ7;3,1;;;31163;Chicken Tikka Masala;;0
Clash of the Titans;2,3;;;181283;Child 44;;0
Class of 1984;3,3;;;335874;Childless;;0
Clay Pigeons;3;;;9693;Children of Men;;0
Clean;3,5;;;10585;Child's Play;;0
Clear and Present Danger;3,3;;;11186;Child's Play 2;;0
Cleopatra;3,4;;;2162;Chill Factor;;0
Clerks;3,7;;;28211;Chloe;;0
Clerks II;3,2;;;392;Chocolat;;0
Click;2,7;;;20296;Chocolate: Deep Dark Secrets;;0
Cliffhanger;3,1;;;13973;Choke;;0
Clockstoppers;2,3;;;340816;Christmas Eve;;0
Clockwatchers;3,6;;;76706;Christmas Mail;;0
Close Encounters of the Third Kind;3,8;;;13673;Christmas with the Kranks;;0
Close Range;2,7;;;76726;Chronicle;;0
Closer;3,5;;;44490;Chuck & Buck;;0
Closer to the Moon;3,3;;;598;Cidade de Deus;;0
Cloud Atlas;3,4;;;184374;Cinco de Mayo: La Batalla;;0
Cloudy with a Chance of Meatballs;3,3;;;150689;Cinderella;;0
Cloudy with a Chance of Meatballs 2;2,8;;;921;Cinderella Man;;0
Cloverfield;3,3;;;335866;Circle;;0
Club Dread;2,7;;;60421;Circumstance;;0
Clueless;3,8;;;24418;Cirque du Freak: The Vampire's Assistant;;0
Coach Carter;3,6;;;94352;Cirque du Soleil: Worlds Away;;0
Coal Miner's Daughter;3,7;;;13536;City By The Sea;;0
Coco avant Chanel;3,2;;;11062;City Hall;;0
Code 46;3;;;28053;City Island;;0
Code Name: The Cleaner;1,9;;;795;City of Angels;;0
Code of Honor;1,7;;;13600;City of Ember;;0
Coffee Town;2,9;;;31932;City of Ghosts;;0
Cold Mountain;3,3;;;30246;Civil Brand;;0
Collateral;3,8;;;18823;Clash of the Titans;;0
Collateral Damage;2,4;;;11564;Class of 1984;;0
College;1,8;;;26618;Clay Pigeons;;0
Colombiana;2,9;;;39851;Clean;;0
Come Early Morning;3,1;;;9331;Clear and Present Danger;;0
Commando;3,4;;;8095;Cleopatra;;0
Compadres;2,2;;;2292;Clerks;;0
Compliance;3,2;;;2295;Clerks II;;0
Con Air;3,3;;;9339;Click;;0
Conan the Barbarian;3,4;;;9350;Cliffhanger;;0
Conan the Destroyer;2,8;;;15028;Clockstoppers;;0
Concussion;3,2;;;55561;Clockwatchers;;0
Confessions of a Dangerous Mind;3,3;;;840;Close Encounters of the Third Kind;;0
Confessions of a Teenage Drama Queen;3,1;;;325173;Close Range;;0
Confidence;2,9;;;2288;Closer;;0
Congo;2,4;;;137347;Closer to the Moon;;0
Connie and Carla;3;;;83542;Cloud Atlas;;0
Conquest of the Planet of the Apes;3,1;;;22794;Cloudy with a Chance of Meatballs;;0
Conspiracy Theory;3;;;109451;Cloudy with a Chance of Meatballs 2;;0
Contact;3,7;;;7191;Cloverfield;;0
Contagion;3,3;;;11217;Club Dread;;0
Containment;2,5;;;9603;Clueless;;0
Contraband;2,7;;;7214;Coach Carter;;0
Control;3,8;;;16769;Coal Miner's Daughter;;0
Conversations with Other Women;3,4;;;11156;Coco avant Chanel;;0
Cool Runnings;3,4;;;2577;Code 46;;0
Cop Land;3,5;;;14396;Code Name: The Cleaner;;0
Cop Out;2,1;;;389425;Code of Honor;;0
Copycat;3,2;;;198062;Coffee Town;;0
Copying Beethoven;3;;;2289;Cold Mountain;;0
Coraline;4,1;;;1538;Collateral;;0
Coriolanus;3,2;;;9884;Collateral Damage;;0
Corky Romano;2;;;13991;College;;0
Corpse Bride;3,8;;;62835;Colombiana;;0
Cotton Comes to Harlem;3,4;;;7547;Come Early Morning;;0
Counting;3,4;;;10999;Commando;;0
Country Strong;2,9;;;317930;Compadres;;0
Couples Retreat;2,3;;;84188;Compliance;;0
Courage Under Fire;3,1;;;1701;Con Air;;0
Courageous;2,5;;;9387;Conan the Barbarian;;0
Coyote Ugly;2,9;;;9610;Conan the Destroyer;;0
Cradle 2 the Grave;2,7;;;321741;Concussion;;0
Cradle Will Rock;3,2;;;4912;Confessions of a Dangerous Mind;;0
Crank;3,2;;;11132;Confessions of a Teenage Drama Queen;;0
Crank: High Voltage;3;;;10743;Confidence;;0
Crash;2,9;;;10329;Congo;;0
Crazy Heart;3,4;;;15673;Connie and Carla;;0
Crazy in Alabama;2,9;;;1688;Conquest of the Planet of the Apes;;0
Crazy Stone;3,6;;;8834;Conspiracy Theory;;0
Crazy, Stupid, Love;3,6;;;686;Contact;;0
Crazy/Beautiful;2,9;;;39538;Contagion;;0
Creative Control;2,8;;;347548;Containment;;0
Creature;2,4;;;77866;Contraband;;0
Creed;3,8;;;5708;Control;;0
Creepshow;3,6;;;15624;Conversations with Other Women;;0
Creepshow 2;3;;;864;Cool Runnings;;0
Criminal;2,6;;;2142;Cop Land;;0
Criminal Activities;2,6;;;23742;Cop Out;;0
Crimson Tide;3,7;;;1710;Copycat;;0
Critical Care;2,7;;;1590;Copying Beethoven;;0
Crocodile Dundee;3;;;14836;Coraline;;0
Crocodile Dundee II;2,5;;;101173;Coriolanus;;0
Crocodile Dundee in Los Angeles;1,9;;;17708;Corky Romano;;0
Crooklyn;3,8;;;3933;Corpse Bride;;0
Crossover;1,9;;;59917;Cotton Comes to Harlem;;0
Crossroads;2,5;;;322745;Counting;;0
Crowsnest;2,1;;;45272;Country Strong;;0
Cruel Intentions;3,3;;;19899;Couples Retreat;;0
Cry Freedom;3,4;;;10684;Courage Under Fire;;0
Cry_Wolf;2,6;;;72213;Courageous;;0
Crying with Laughter;3,3;;;6282;Coyote Ugly;;0
Cube;3,2;;;10623;Cradle 2 the Grave;;0
Cure;4,1;;;32274;Cradle Will Rock;;0
Curious George;3,3;;;1948;Crank;;0
Curse of the Golden Flower;3,4;;;15092;Crank: High Voltage;;0
Cursed;2,5;;;1640;Crash;;0
Cutthroat Island;2,6;;;25196;Crazy Heart;;0
Cypher;3,1;;;31306;Crazy in Alabama;;0
Cyrus;3,1;;;50646;Crazy, Stupid, Love.;;0
D.E.B.S.;3,7;;;10691;Crazy/Beautiful;;0
Возвращение;-;;;320146;Creative Control;;0
Da Sweet Blood of Jesus;2,6;;;50942;Creature;;0
Død snø;3;;;312221;Creed;;0
Dabba;3,9;;;16281;Creepshow;;0
Daddy Day Camp;1,5;;;16288;Creepshow 2;;0
Daddy Day Care;2,6;;;302156;Criminal;;0
Daddy's Home;2,6;;;334527;Criminal Activities;;0
Dallas Buyers Club;3,9;;;8963;Crimson Tide;;0
Damnation Alley;2,5;;;61337;Critical Care;;0
Damsels in Distress;3,1;;;9671;Crocodile Dundee;;0
Dance Flick;1,7;;;9396;Crocodile Dundee II;;0
Dancer in the Dark;4,1;;;9290;Crocodile Dundee in Los Angeles;;0
"Dancer, Texas Pop. 81
";3,1;;;34152;Crooklyn;;0
Dances with Wolves;3,7;;;14351;Crossover;;0
Dancin' It's On;1,8;;;17130;Crossroads;;0
Dangerous Liaisons;3,7;;;137955;Crowsnest;;0
Danny Collins;3,2;;;796;Cruel Intentions;;0
Dante's Peak;2,8;;;12506;Cry Freedom;;0
Dark Blue;3,1;;;10092;Cry_Wolf;;0
Dark City;3,7;;;57294;Crying with Laughter;;0
Dark Shadows;2,7;;;431;Cube;;0
Dark Water;3,4;;;9975;Curious George;;0
Darkness;2,5;;;10012;Cursed;;0
Darkness Falls;2,2;;;1408;Cutthroat Island;;0
Darling Companion;2,3;;;10133;Cypher;;0
Darling Lili;3,2;;;39053;Cyrus;;0
Das Boot;4,2;;;540;D.E.B.S.;;0
Das Leben der Anderen;4,1;;;367961;Савва. Сердце воина;;0
Das weisse Band;4,1;;;164372;Снежная королева;;0
Date Movie;1,2;;;593;Солярис;;0
Date Night;2,8;;;36696;Белка и Стрелка. Звёздные собаки;;0
Dave Chappelle's Block Party;3,7;;;11190;Возвращение;;0
Dawn of the Crescent Moon;-;;;225235;Географ глобус пропил;;0
Dawn of the Dead;3,4;;;110402;Трудно быть богом;;0
Dawn of the Planet of the Apes;3,7;;;3040;Ночной дозор;;0
Dawn Patrol;2,4;;;278316;Da Sweet Blood of Jesus;;0
Day of the Dead;3,7;;;14451;Død snø;;0
Daybreakers;2,9;;;161795;Déjà Vu;;0
Daylight;2,8;;;191714;Dabba;;0
Days of Heaven;4;;;14144;Daddy Day Camp;;0
Days of Thunder;3;;;10708;Daddy Day Care;;0
Dazed and Confused;3,9;;;274167;Daddy's Home;;0
De jurk;3,4;;;152532;Dallas Buyers Club;;0
Dead Like Me: Life After Death;2,9;;;25763;Damnation Alley;;0
Dead Man Down;2,8;;;82533;Damsels in Distress;;0
Dead Man on Campus;2,6;;;21724;Dance Flick;;0
Dead Man Walking;3,6;;;16;Dancer in the Dark;;0
Dead Man's Shoes;3,8;;;78373;Dancer, Texas Pop. 81;;0
Dead Poets Society;4,2;;;581;Dances with Wolves;;0
Deadfall;2,7;;;357837;Dancin' It's On;;0
Deadline - U.S.A.;3,5;;;859;Dangerous Liaisons;;0
Deadpool;3,7;;;256924;Danny Collins;;0
Dear Frankie;3,5;;;9619;Dante's Peak;;0
Dear John;2,8;;;4911;Dark Blue;;0
Dear Wendy;3,2;;;2666;Dark City;;0
Death at a Funeral;3,5;;;62213;Dark Shadows;;0
Death Becomes Her;3,6;;;9009;Dark Water;;0
Death Calls;-;;;11056;Darkness;;0
Death Race;2,7;;;10727;Darkness Falls;;0
Death Race 2000;3,3;;;89325;Darling Companion;;0
Death Sentence;3,1;;;42586;Darling Lili;;0
Death to Smoochy;3,1;;;387;Das Boot;;0
Deceptive Practice: The Mysteries and Mentors of Ricky Jay;3,5;;;582;Das Leben der Anderen;;0
Deck the Halls;2,2;;;37903;Das weisse Band;;0
Deconstructing Harry;3,6;;;10073;Date Movie;;0
Decoys;2,4;;;35056;Date Night;;0
Deep Blue Sea;2,8;;;292;Dave Chappelle's Block Party;;0
Deep Impact;2,8;;;326576;Dawn of the Crescent Moon;;0
Deep Rising;3;;;924;Dawn of the Dead;;0
Def-Con 4;2,4;;;119450;Dawn of the Planet of the Apes;;0
Defendor;3;;;299145;Dawn Patrol;;0
Definitely, Maybe;3,3;;;8408;Day of the Dead;;0
Deja Vu;3,3;;;19901;Daybreakers;;0
Delgo;1,6;;;11228;Daylight;;0
Deliver Us from Evil;2,6;;;16642;Days of Heaven;;0
Delivery Man;2,7;;;2119;Days of Thunder;;0
De-Lovely;3;;;9571;Dazed and Confused;;0
Demonic;1,9;;;5900;De jurk;;0
Departure;3,2;;;14849;Dead Like Me: Life After Death;;0
Der Baader Meinhof Komplex;3,5;;;102362;Dead Man Down;;0
Der Untergang;4;;;14557;Dead Man on Campus;;0
Derailed;2,8;;;687;Dead Man Walking;;0
Des hommes et des dieux;3,6;;;12877;Dead Man's Shoes;;0
Desert Blue;3;;;207;Dead Poets Society;;0
Desert Dancer;3,1;;;97614;Deadfall;;0
Desperado;3,4;;;36334;Deadline - U.S.A.;;0
Despicable Me;3,4;;;293660;Deadpool;;0
Despicable Me 2;3;;;8981;Dear Frankie;;0
Detention;3,1;;;22971;Dear John;;0
Detention of the Dead;2,3;;;10913;Dear Wendy;;0
Deterrence;3,1;;;2196;Death at a Funeral;;0
Detroit Rock City;3,4;;;9374;Death Becomes Her;;0
Deuce Bigalow: European Gigolo;1,8;;;300327;Death Calls;;0
Deuce Bigalow: Male Gigolo;2,2;;;10483;Death Race;;0
Deuces Wild;2,4;;;13282;Death Race 2000;;0
Deux frères;3,1;;;11835;Death Sentence;;0
Devil;2,6;;;9275;Death to Smoochy;;0
Devil's Due;1,8;;;180383;Deceptive Practice: The Mysteries and Mentors of Ricky Jay;;0
Diamond Ruff;-;;;9969;Deck the Halls;;0
Diamonds Are Forever;2,8;;;2639;Deconstructing Harry;;0
Diary of a Mad Black Woman;2,7;;;18442;Decoys;;0
Diary of a Wimpy Kid;3;;;8914;Deep Blue Sea;;0
Diary of a Wimpy Kid: Dog Days;2,9;;;8656;Deep Impact;;0
Diary of a Wimpy Kid: Rodrick Rules;3,5;;;9457;Deep Rising;;0
Diary of the Dead;2,4;;;42033;Def-Con 4;;0
Dick;3,4;;;34769;Defendor;;0
Dick Tracy;3,3;;;8390;Definitely, Maybe;;0
Dickie Roberts: Former Child Star;2,3;;;20542;Delgo;;0
Did You Hear About the Morgans?;2,2;;;184346;Deliver Us from Evil;;0
Die Another Day;2,4;;;146239;Delivery Man;;0
Die Büchse der Pandora;3,9;;;15237;De-Lovely;;0
Die Hard;4,1;;;234212;Demonic;;0
Die Hard 2;3,3;;;361475;Departure;;0
Die Hard: With a Vengeance;3,6;;;6968;Der Baader Meinhof Komplex;;0
Die Schlangengrube und das Pendel;3;;;613;Der Untergang;;0
Die Welle;3,6;;;8999;Derailed;;0
Digimon: The Movie;3,1;;;46332;Des hommes et des dieux;;0
Dil to Bhi Kahey...;-;;;41730;Desert Blue;;0
Diner;3,5;;;266102;Desert Dancer;;0
Dinner for Schmucks;2,5;;;8068;Desperado;;0
Dinner Rush;3,5;;;20352;Despicable Me;;0
Dinosaur;2,8;;;93456;Despicable Me 2;;0
Dirty Grandpa;2,2;;;68684;Detention;;0
Dirty Pretty Things;3,5;;;139715;Detention of the Dead;;0
Dirty Work;3,2;;;25212;Deterrence;;0
Disaster Movie;1;;;9781;Detroit Rock City;;0
Disclosure;2,7;;;11453;Deuce Bigalow: European Gigolo;;0
District 9;3,7;;;10402;Deuce Bigalow: Male Gigolo;;0
Disturbia;3,1;;;13201;Deuces Wild;;0
Disturbing Behavior;2,8;;;1997;Deux frères;;0
Divergent;2,8;;;44040;Devil;;0
